id,brand,model,year,price
2279,Toyota,Avalon,2022,18298
2280,Land Rover,Freelander,2014,10663
2281,Renault,Oroch,2020,12271
2282,Peugeot,Boxer,2023,17328
2283,Jeep,Commander,2012,5000
2284,Hyundai,Elantra,2023,14909
2285,Dodge,Durango,2017,13576
2286,BMW,X3,2012,5000
2287,Toyota,Tacoma,2023,21345
2288,Mitsubishi,Pajero,2015,6630
2289,Nissan,Rogue,2014,5000
2290,Mercedes-Benz,E-Class,2023,42210
2291,Renault,Kwid,2018,8780
2292,Land Rover,Evoque,2024,60792
2293,Toyota,Camry,2018,11409
2294,Mazda,CX-5,2021,18540
2295,Acura,TSX,2022,27766
2296,Hyundai,Ioniq,2022,13875
2297,Fiat,Cronos,2019,9967
2298,Infiniti,QX60,2015,12548
2299,Hyundai,Accent,2014,5000
2300,Hyundai,Sonata,2014,5000
2301,Citroën,C4 Cactus,2014,5000
2302,Dodge,Durango,2015,8980
2303,Nissan,Frontier,2019,10209
2304,Subaru,Crosstrek,2014,5000
2305,Mazda,CX-5,2022,16021
2306,Mercedes-Benz,GLC,2018,28514
2307,Fiat,Uno,2015,5000
2308,Nissan,Titan,2023,16237
2309,Hyundai,Accent,2010,5000
2310,Toyota,RAV4,2013,5000
2311,Mercedes-Benz,S-Class,2013,5388
2312,Kia,Soul,2012,5000
2313,Mazda,RX-8,2024,24740
2314,Infiniti,QX80,2024,41884
2315,Volkswagen,Polo,2019,13893
2316,Mazda,CX-9,2022,16280
2317,Subaru,Outback,2019,17899
2318,Kia,Sportage,2022,13932
2319,Citroën,Jumpy,2022,14375
2320,Toyota,RAV4,2013,5000
2321,Land Rover,Freelander,2016,21487
2322,Kia,Rio,2014,5000
2323,Mercedes-Benz,S-Class,2022,42938
2324,Acura,TSX,2015,10507
2325,Renault,Sandero,2010,5000
2326,Fiat,Toro,2023,15688
2327,Honda,HR-V,2022,17220
2328,Nissan,Altima,2020,11938
2329,Kia,Seltos,2022,13744
2330,Fiat,Toro,2019,8480
2331,Subaru,BRZ,2017,11297
2332,Chevrolet,Traverse,2017,8351
2333,Toyota,Tacoma,2010,5000
2334,Chevrolet,Equinox,2018,12142
2335,Toyota,Yaris,2010,5000
2336,Toyota,Camry,2019,17048
2337,Audi,Q7,2012,5000
2338,Jeep,Liberty,2021,24005
2339,Infiniti,Q50,2020,31087
2340,Mazda,CX-3,2022,18088
2341,Chevrolet,Camaro,2024,24980
2342,Fiat,Strada,2011,5000
2343,Volkswagen,ID.4,2020,13660
2344,Renault,Captur,2019,9349
2345,Toyota,Prius,2018,12756
2346,Nissan,Kicks,2015,5556
2347,Audi,A6,2023,48688
2348,Acura,RSX,2021,26248
2349,Jeep,Grand Cherokee,2022,24678
2350,Jeep,Liberty,2012,5000
2351,Ford,Fiesta,2013,5000
2352,Toyota,RAV4,2020,16654
2353,Volkswagen,Passat,2017,9361
2354,Infiniti,FX35,2024,38391
2355,Audi,A4,2020,30621
2356,Ford,Fusion,2016,8562
2357,Fiat,Uno,2020,9041
2358,Chevrolet,Blazer,2010,5000
2359,Land Rover,Range Rover Sport,2024,66379
2360,BMW,X5,2020,32622
2361,Peugeot,3008,2017,7853
2362,BMW,330i,2023,43558
2363,Mercedes-Benz,C-Class,2018,28364
2364,Renault,Logan,2024,18072
2365,Mercedes-Benz,E-Class,2011,5000
2366,Mercedes-Benz,A-Class,2022,36951
2367,Mitsubishi,Eclipse Cross,2011,5000
2368,Mazda,CX-5,2014,5000
2369,Toyota,Sienna,2022,23165
2370,Mazda,RX-8,2016,7293
2371,Lexus,IS,2017,20194
2372,Infiniti,G35,2013,5069
2373,Toyota,Avalon,2018,11471
2374,BMW,320i,2021,30853
2375,Infiniti,FX35,2013,5000
2376,Honda,Fit,2015,6797
2377,Honda,Passport,2010,5000
2378,Volvo,S90,2012,5000
2379,Mitsubishi,Mirage,2018,11224
2380,Audi,A4,2021,34650
2381,Kia,Sportage,2024,17998
2382,Toyota,Avalon,2022,19841
2383,Chevrolet,Silverado,2023,22011
2384,Audi,A3,2010,5000
2385,Renault,Koleos,2017,8053
2386,BMW,530i,2016,14518
2387,Toyota,Avalon,2019,15861
2388,Renault,Kwid,2016,6071
2389,Chevrolet,Traverse,2013,5000
2390,Ford,Ranger,2023,19814
2391,Acura,RDX,2012,5000
2392,Ford,F-150,2013,5000
2393,Land Rover,Defender,2010,5000
2394,Jeep,Commander,2015,9122
2395,Acura,NSX,2016,13877
2396,BMW,M3,2023,43406
2397,Hyundai,Ioniq,2015,5000
2398,Infiniti,G37,2020,28728
2399,Fiat,Argo,2016,6128
2400,Mercedes-Benz,GLE,2022,48148
2401,Jeep,Cherokee,2022,27781
2402,BMW,320i,2020,33378
2403,Acura,RDX,2023,33098
2404,Acura,Integra,2012,5000
2405,Renault,Kwid,2021,13661
2406,Audi,A6,2011,5000
2407,Ford,F-150,2020,16164
2408,Kia,Sorento,2016,5519
2409,Citroën,DS4,2020,10933
2410,Chevrolet,Camaro,2011,5000
2411,Volvo,V40,2020,29767
2412,Mitsubishi,ASX,2023,18412
2413,Mazda,CX-9,2021,16601
2414,Mitsubishi,Pajero,2014,5000
2415,Dodge,Journey,2018,16595
2416,Honda,Passport,2018,14113
2417,Nissan,Frontier,2011,5000
2418,Peugeot,208,2023,15106
2419,Honda,Passport,2016,7600
2420,Acura,Integra,2021,31770
2421,Toyota,Tacoma,2023,20684
2422,Hyundai,Sonata,2010,5000
2423,Mitsubishi,Galant,2021,17120
2424,Jeep,Wrangler,2020,22736
2425,Kia,Stinger,2014,5000
2426,Lexus,NX,2020,29160
2427,Honda,Accord,2016,8274
2428,Jeep,Commander,2023,27642
2429,Ford,Fiesta,2013,5000
2430,Renault,Logan,2023,14085
2431,Renault,Fluence,2011,5000
2432,Toyota,Sienna,2024,22500
2433,Peugeot,5008,2016,6822
2434,Acura,TSX,2011,5000
2435,Citroën,C5 Aircross,2014,5000
2436,Toyota,Yaris,2017,11314
2437,Volkswagen,Polo,2021,17370
2438,Chevrolet,Blazer,2016,8244
2439,Jeep,Wrangler,2013,5000
2440,Citroën,C-Elysee,2011,5000
2441,Hyundai,Sonata,2018,10190
2442,Mercedes-Benz,GLS,2016,18040
2443,Hyundai,Kona,2012,5000
2444,Citroën,C3,2017,7228
2445,Hyundai,Tucson,2016,6793
2446,Volvo,XC40,2012,5000
2447,Citroën,Jumpy,2017,8041
2448,Mitsubishi,L200,2019,11437
2449,Ford,Escape,2011,5000
2450,Mazda,RX-8,2020,15024
2451,Ford,Mustang,2016,7851
2452,Hyundai,Kona,2021,14977
2453,BMW,320i,2018,20617
2454,Subaru,BRZ,2012,5000
2455,Kia,Soul,2021,14351
2456,Renault,Duster,2010,5000
2457,Volkswagen,ID.4,2021,14328
2458,Dodge,Magnum,2024,29535
2459,Lexus,NX,2014,8235
2460,Chevrolet,Silverado,2012,5000
2461,Lexus,LX,2014,8368
2462,Mazda,Mazda6,2013,5000
2463,Volvo,S60,2018,23223
2464,Jeep,Wagoneer,2024,28813
2465,Land Rover,Freelander,2020,39675
2466,Nissan,Sentra,2017,9330
2467,Toyota,Yaris,2020,14872
2468,Volvo,S90,2014,7832
2469,Infiniti,M35,2022,36527
2470,Peugeot,308,2014,5000
2471,Volvo,V90,2023,38691
2472,Volvo,S60,2020,25842
2473,Acura,NSX,2012,5000
2474,Nissan,Frontier,2010,5000
2475,Jeep,Patriot,2018,13522
2476,Volvo,V40,2018,22967
2477,Honda,Civic,2023,21657
2478,Renault,Sandero,2020,10267
2479,Mitsubishi,3000GT,2015,6507
2480,Infiniti,Q70,2013,5000
2481,Kia,Carnival,2013,5000
2482,Citroën,Berlingo,2014,5000
2483,Ford,Explorer,2016,8815
2484,Chevrolet,Camaro,2019,11826
2485,Fiat,Punto,2018,8934
2486,Peugeot,308,2018,9805
2487,Mercedes-Benz,S-Class,2012,5000
2488,Mitsubishi,Galant,2017,7878
2489,Chevrolet,Camaro,2019,13651
2490,BMW,Z4,2020,34809
2491,Fiat,Argo,2013,5000
2492,Fiat,Cronos,2013,5000
2493,Jeep,Liberty,2011,5000
2494,Land Rover,LR4,2010,5000
2495,Citroën,C4 Cactus,2023,16376
2496,Mitsubishi,L200,2013,5000
2497,Citroën,C4,2012,5000
2498,Fiat,Strada,2019,8771
2499,BMW,330i,2021,33782
2500,Peugeot,508,2013,5000
2501,Nissan,Titan,2021,16049
2502,Mazda,CX-9,2017,10004
2503,Dodge,Viper,2021,23066
2504,BMW,740i,2018,20426
2505,Citroën,SpaceTourer,2019,8720
2506,Volvo,XC90,2016,12425
2507,Mercedes-Benz,CLA,2010,5000
2508,Subaru,Impreza,2019,16263
2509,Jeep,Gladiator,2015,9541
2510,Mazda,CX-50,2010,5000
2511,Mazda,CX-30,2016,8744
2512,Chevrolet,Colorado,2019,12670
2513,Mitsubishi,L200,2017,10349
2514,Infiniti,Q70,2021,29383
2515,Acura,MDX,2016,12508
2516,Lexus,GS,2014,9231
2517,Honda,Passport,2013,5000
2518,Dodge,Dart,2010,5000
2519,Jeep,Cherokee,2017,13953
2520,Citroën,C3,2010,5000
2521,Peugeot,Partner,2014,5000
2522,Hyundai,Veloster,2013,5000
2523,Subaru,WRX,2012,5000
2524,Acura,RSX,2010,5000
2525,Audi,Q3,2024,49031
2526,Mercedes-Benz,S-Class,2020,35591
2527,Dodge,Journey,2015,7258
2528,Infiniti,G35,2012,5000
2529,Volvo,C40,2017,19368
2530,Jeep,Wrangler,2021,21715
2531,Toyota,Prius,2014,5000
2532,Chevrolet,Blazer,2012,5000
2533,Chevrolet,Suburban,2023,21847
2534,Mercedes-Benz,AMG GT,2014,10469
2535,BMW,X5,2014,8396
2536,Hyundai,Accent,2022,17523
2537,Subaru,Outback,2024,26837
2538,Renault,Oroch,2010,5000
2539,Infiniti,Q50,2021,32249
2540,Renault,Sandero,2016,5000
2541,Ford,Focus,2023,20732
2542,Fiat,Palio,2021,12324
2543,Acura,MDX,2011,5000
2544,Infiniti,M35,2011,5000
2545,Mazda,Mazda6,2014,5000
2546,Chevrolet,Blazer,2021,16261
2547,Land Rover,Discovery Sport,2024,57175
2548,BMW,X1,2010,5000
2549,Renault,Clio,2019,9818
2550,Volvo,V90,2013,5000
2551,Renault,Sandero,2017,7449
2552,Citroën,DS4,2022,15430
2553,Lexus,IS,2012,5000
2554,Volvo,C40,2011,5000
2555,Volkswagen,Atlas,2017,8698
2556,Subaru,XV,2020,16210
2557,BMW,Z4,2018,21274
2558,Subaru,Outback,2013,5000
2559,Peugeot,3008,2014,5000
2560,Renault,Kwid,2020,9499
2561,Audi,TT,2019,29469
2562,Acura,TLX,2016,13306
2563,Volvo,V40,2016,14321
2564,Renault,Megane,2013,5000
2565,Nissan,Versa,2024,17015
2566,Acura,Legend,2010,5000
2567,Renault,Oroch,2012,5000
2568,Lexus,GS,2013,5000
2569,Peugeot,Partner,2023,16918
2570,Lexus,LS,2023,41340
2571,Mitsubishi,Galant,2021,15539
2572,BMW,X3,2010,5000
2573,Ford,Fusion,2020,16473
2574,Toyota,Tacoma,2014,5524
2575,Citroën,DS3,2010,5000
2576,Fiat,Mobi,2011,5000
2577,Kia,Forte,2018,9915
2578,Land Rover,Defender,2011,5000
2579,Hyundai,Santa Fe,2010,5000
2580,Renault,Oroch,2010,5000
2581,Hyundai,Palisade,2016,7742
2582,Peugeot,5008,2019,11566
2583,BMW,X7,2020,30741
2584,Mitsubishi,3000GT,2023,19001
2585,BMW,X5,2013,6139
2586,Volkswagen,Atlas,2019,13433
2587,Nissan,Sentra,2020,13619
2588,Volvo,V90,2016,12074
2589,Renault,Logan,2018,7646
2590,Volkswagen,ID.4,2015,5068
2591,Mitsubishi,L200,2022,18664
2592,Chevrolet,Suburban,2014,5000
2593,Kia,Sorento,2022,14927
2594,Nissan,Frontier,2024,20151
2595,Ford,F-150,2010,5000
2596,Nissan,Pathfinder,2012,5000
2597,Mitsubishi,Montero,2022,17817
2598,Land Rover,Range Rover Sport,2021,46891
2599,Honda,Fit,2016,8873
2600,Fiat,Punto,2016,5045
2601,Chevrolet,Suburban,2017,9879
2602,Volkswagen,Beetle,2021,18019
2603,Land Rover,Discovery,2010,5000
2604,Chevrolet,Suburban,2019,14734
2605,Nissan,Versa,2020,11601
2606,Toyota,Tacoma,2013,5000
2607,Volvo,V90,2022,35109
2608,Nissan,Titan,2015,5906
2609,Dodge,Durango,2022,26405
2610,Subaru,Impreza,2014,5762
2611,Toyota,Hilux,2020,15083
2612,Peugeot,3008,2012,5000
2613,Mitsubishi,Eclipse Cross,2018,9989
2614,Mazda,Mazda3,2024,20714
2615,BMW,530i,2012,5000
2616,Lexus,RC,2012,5000
2617,Nissan,Altima,2011,5000
2618,Citroën,C4 Cactus,2021,11500
2619,Chevrolet,Equinox,2023,18911
2620,Mercedes-Benz,AMG GT,2010,5000
2621,Honda,Pilot,2024,20463
2622,Peugeot,5008,2013,5000
2623,Lexus,NX,2020,30928
2624,Fiat,Uno,2019,9237
2625,Subaru,XV,2024,23896
2626,Kia,Telluride,2024,16295
2627,Acura,RDX,2021,33150
2628,Nissan,Maxima,2019,10799
2629,Peugeot,5008,2011,5000
2630,BMW,X7,2014,8120
2631,Hyundai,Sonata,2024,19185
2632,Acura,RDX,2010,5000
2633,Land Rover,Defender,2016,19656
2634,Land Rover,LR4,2018,27619
2635,Citroën,C3,2014,5000
2636,Peugeot,Partner,2014,5000
2637,Mitsubishi,Montero,2013,5000
2638,Fiat,Punto,2021,10439
2639,Mitsubishi,Eclipse Cross,2011,5000
2640,Ford,Edge,2024,25351
2641,Jeep,Commander,2022,28096
2642,Chevrolet,Colorado,2011,5000
2643,Audi,Q3,2013,6288
2644,Ford,Edge,2015,5604
2645,Dodge,Viper,2010,5000
2646,BMW,X1,2016,17917
2647,Nissan,Kicks,2012,5000
2648,BMW,M3,2015,12042
2649,Subaru,WRX,2022,23209
2650,Hyundai,Ioniq,2010,5000
2651,Mercedes-Benz,AMG GT,2012,5000
2652,Volvo,XC40,2024,35644
2653,Acura,NSX,2014,7397
2654,Subaru,Tribeca,2022,22123
2655,Land Rover,Velar,2012,5000
2656,Hyundai,Palisade,2013,5000
2657,Honda,Odyssey,2020,14864
2658,Hyundai,Sonata,2020,11001
2659,BMW,330i,2018,23426
2660,Hyundai,Kona,2024,20576
2661,Honda,Accord,2013,5000
2662,Dodge,Journey,2011,5000
2663,Citroën,Berlingo,2022,14445
2664,Infiniti,M35,2023,34916
2665,BMW,X5,2021,31440
2666,Acura,Legend,2023,34243
2667,Volkswagen,Beetle,2011,5000
2668,Peugeot,208,2022,13839
2669,Nissan,Altima,2024,18736
2670,Fiat,Punto,2018,7664
2671,Audi,A8,2014,9832
2672,Toyota,Hilux,2023,22123
2673,Mazda,CX-3,2020,16714
2674,Land Rover,Discovery,2013,8160
2675,Toyota,RAV4,2010,5000
2676,Kia,Optima,2011,5000
2677,Honda,Insight,2015,7666
2678,Jeep,Grand Cherokee,2021,24931
2679,Mercedes-Benz,GLC,2011,5000
2680,Jeep,Liberty,2013,5000
2681,Kia,Stinger,2023,17815
2682,Peugeot,Boxer,2010,5000
2683,Kia,Rio,2017,7743
2684,Fiat,Punto,2020,8760
2685,Volkswagen,Polo,2023,20411
2686,Acura,NSX,2022,28285
2687,Mitsubishi,Eclipse Cross,2017,10449
2688,Mercedes-Benz,GLS,2019,27864
2689,Audi,R8,2013,5123
2690,Volkswagen,Taos,2010,5000
2691,Renault,Sandero,2014,5000
2692,Hyundai,Palisade,2013,5000
2693,Chevrolet,Equinox,2013,5000
2694,BMW,X1,2015,11632
2695,Land Rover,Range Rover Sport,2013,7821
2696,Nissan,Pathfinder,2022,17264
2697,Ford,Ranger,2011,5000
2698,Hyundai,Venue,2010,5000
2699,Honda,HR-V,2023,21628
2700,Chevrolet,Colorado,2016,8128
2701,Ford,Ranger,2014,5000
2702,Acura,TLX,2021,29312
2703,Acura,RDX,2023,29770
2704,Mercedes-Benz,AMG GT,2016,15948
2705,Mitsubishi,Outlander,2017,8836
2706,Dodge,Durango,2015,7841
2707,Mazda,CX-50,2024,19337
2708,Renault,Oroch,2021,12175
2709,Subaru,WRX,2015,6851
2710,BMW,X1,2019,23724
2711,Lexus,GX,2019,26314
2712,Acura,Legend,2019,22430
2713,Volvo,V60,2020,26847
2714,Fiat,Punto,2017,7058
2715,Mazda,RX-8,2021,18237
2716,Peugeot,308,2014,5000
2717,Dodge,Journey,2019,16715
2718,Jeep,Cherokee,2019,17096
2719,Lexus,RX,2019,28288
2720,Toyota,Avalon,2024,25086
2721,Chevrolet,Blazer,2012,5000
2722,Volvo,XC40,2018,19763
2723,Ford,Escape,2014,5000
2724,Peugeot,2008,2019,11508
2725,Jeep,Liberty,2011,5000
2726,Acura,TSX,2017,17416
2727,Volkswagen,Polo,2010,5000
2728,Volkswagen,ID.4,2024,22341
2729,Mazda,CX-9,2019,12705
2730,Jeep,Liberty,2019,18660
2731,Toyota,Yaris,2012,5000
2732,Kia,Stinger,2022,17177
2733,Renault,Duster,2017,7384
2734,Volkswagen,Beetle,2021,14889
2735,Volvo,S90,2015,10198
2736,Peugeot,5008,2011,5000
2737,Subaru,Tribeca,2011,5000
2738,Subaru,Forester,2016,8827
2739,Acura,RDX,2017,14318
2740,Honda,Civic,2022,20028
2741,Ford,Edge,2018,11217
2742,Mercedes-Benz,CLA,2016,18651
2743,BMW,X1,2015,13008
2744,Mazda,RX-8,2016,8925
2745,Volkswagen,Jetta,2019,12803
2746,Infiniti,QX60,2010,5000
2747,Audi,Q3,2011,5000
2748,Acura,Legend,2014,8439
2749,Peugeot,Partner,2020,11865
2750,Toyota,Corolla,2015,6435
2751,Subaru,Tribeca,2016,8435
2752,BMW,X7,2012,5000
2753,Toyota,Avalon,2012,5000
2754,Volvo,V90,2015,11012
2755,Nissan,Pathfinder,2013,5000
2756,Jeep,Commander,2012,5000
2757,Dodge,Durango,2015,7635
2758,Audi,A8,2023,39388
2759,Land Rover,Freelander,2013,8020
2760,Chevrolet,Silverado,2015,6359
2761,Acura,MDX,2015,11910
2762,BMW,X3,2024,45245
2763,Lexus,RX,2011,5000
2764,Honda,Accord,2018,14046
2765,Honda,Ridgeline,2018,10860
2766,Peugeot,508,2010,5000
2767,Volvo,S60,2013,5060
2768,Nissan,Altima,2011,5000
2769,Honda,Civic,2015,7686
2770,Fiat,Punto,2022,12088
2771,Kia,Seltos,2024,16789
2772,Chevrolet,Cruze,2010,5000
2773,BMW,X1,2012,5000
2774,Jeep,Commander,2011,5000
2775,Mitsubishi,Outlander,2012,5000
2776,Nissan,Frontier,2010,5000
2777,Jeep,Grand Cherokee,2024,27665
2778,Land Rover,Evoque,2016,18834
2779,Jeep,Patriot,2016,11114
2780,Chevrolet,Colorado,2024,22303
2781,Mazda,Mazda3,2019,12872
2782,Jeep,Cherokee,2019,15975
2783,Jeep,Wrangler,2014,5758
2784,Acura,Integra,2011,5000
2785,Peugeot,2008,2012,5000
2786,Audi,A6,2010,5000
2787,Land Rover,Range Rover Sport,2018,30495
2788,Acura,RLX,2024,34367
2789,Acura,Legend,2016,12978
2790,Volkswagen,Arteon,2017,8370
2791,Ford,Explorer,2017,9123
2792,Jeep,Patriot,2010,5000
2793,Chevrolet,Suburban,2024,19492
2794,Mercedes-Benz,CLA,2020,38959
2795,Toyota,Corolla,2024,21892
2796,Peugeot,408,2024,18179
2797,Mazda,CX-3,2017,10229
2798,Peugeot,Partner,2018,7710
2799,Ford,F-150,2019,15573
2800,Kia,Carnival,2018,9700
2801,Toyota,Hilux,2011,5000
2802,Chevrolet,Tahoe,2015,6098
2803,Peugeot,2008,2021,13763
2804,Lexus,IS,2012,5000
2805,Jeep,Cherokee,2023,31709
2806,Toyota,Hilux,2019,12799
2807,Honda,HR-V,2018,12047
2808,Audi,A6,2022,38534
2809,Mazda,MX-5 Miata,2011,5000
2810,Subaru,XV,2016,8491
2811,Peugeot,2008,2011,5000
2812,BMW,X5,2022,42974
2813,Ford,Ranger,2019,13685
2814,Chevrolet,Blazer,2015,5289
2815,Nissan,Sentra,2012,5000
2816,Volvo,S90,2022,27887
2817,Ford,Edge,2024,25201
2818,Acura,RSX,2020,24284
2819,Acura,TSX,2014,7647
2820,Mercedes-Benz,C-Class,2014,11340
2821,Hyundai,Santa Fe,2022,17785
2822,Honda,Pilot,2013,5000
2823,Lexus,GX,2017,17291
2824,BMW,M3,2012,5000
2825,Infiniti,Q60,2019,26641
2826,Renault,Oroch,2020,12393
2827,Volvo,XC90,2019,21292
2828,Hyundai,Ioniq,2014,5000
2829,Jeep,Commander,2015,7728
2830,Citroën,C5 Aircross,2016,6491
2831,Infiniti,Q60,2024,38235
2832,BMW,740i,2021,36388
2833,Land Rover,Velar,2013,7504
2834,BMW,320i,2012,5000
2835,Land Rover,Velar,2018,28362
2836,BMW,330i,2022,32566
2837,Renault,Kwid,2023,16104
2838,Volkswagen,Jetta,2015,6420
2839,Ford,Expedition,2018,10882
2840,Toyota,Prius,2014,5375
2841,Chevrolet,Equinox,2024,19253
2842,Honda,Passport,2017,12070
2843,Volkswagen,Atlas,2018,12382
2844,Toyota,4Runner,2021,20104
2845,Chevrolet,Equinox,2021,16807
2846,Citroën,C-Elysee,2014,5000
2847,Volvo,V40,2020,24905
2848,Infiniti,QX80,2020,29973
2849,Fiat,Palio,2017,6091
2850,Subaru,Outback,2023,24487
2851,Land Rover,Discovery,2011,5000
2852,Mitsubishi,Mirage,2020,13404
2853,Lexus,GX,2016,17304
2854,Audi,A8,2024,45371
2855,Hyundai,Sonata,2021,15659
2856,Volvo,S60,2022,33877
2857,Hyundai,Elantra,2022,16113
2858,Chevrolet,Colorado,2012,5000
2859,Dodge,Charger,2018,13427
2860,Toyota,Camry,2015,6314
2861,Fiat,Toro,2011,5000
2862,Volkswagen,Atlas,2010,5000
2863,Renault,Duster,2020,11345
2864,Dodge,Challenger,2011,5000
2865,Land Rover,Velar,2013,8205
2866,Jeep,Compass,2020,21837
2867,Acura,RDX,2014,6720
2868,Lexus,LX,2017,17032
2869,Citroën,C-Elysee,2022,14989
2870,Dodge,Grand Caravan,2011,5000
2871,Volvo,S40,2015,12195
2872,Dodge,Nitro,2024,25305
2873,Citroën,DS4,2015,5000
2874,Nissan,Kicks,2010,5000
2875,Dodge,Viper,2013,5000
2876,Renault,Oroch,2018,8231
2877,Hyundai,Palisade,2015,5798
2878,Mazda,CX-30,2013,5000
2879,Acura,ILX,2020,22784
2880,Volvo,C40,2020,30207
2881,Mazda,Mazda2,2022,18467
2882,Volkswagen,Passat,2012,5000
2883,BMW,X7,2019,25477
2884,Chevrolet,Silverado,2023,18164
2885,Hyundai,Tucson,2013,5000
2886,Honda,Ridgeline,2011,5000
2887,Nissan,Pathfinder,2014,5000
2888,Fiat,Ducato,2014,5000
2889,Dodge,Magnum,2010,5000
2890,Subaru,Legacy,2013,5000
2891,Mitsubishi,Galant,2016,8358
2892,Infiniti,G35,2023,33900
2893,Citroën,C4 Cactus,2016,6149
2894,Ford,Escape,2021,18388
2895,Nissan,Murano,2010,5000
2896,Acura,ILX,2015,11744
2897,Mitsubishi,Galant,2012,5000
2898,Nissan,Sentra,2024,21191
2899,Kia,Sorento,2015,5551
2900,Citroën,C3,2011,5000
2901,Renault,Koleos,2016,5704
2902,Chevrolet,Colorado,2020,13877
2903,Chevrolet,Tahoe,2012,5000
2904,Fiat,Cronos,2014,5000
2905,Volkswagen,Golf,2012,5000
2906,Volkswagen,Arteon,2020,14956
2907,Jeep,Grand Cherokee,2024,26227
2908,Hyundai,Santa Fe,2019,11781
2909,Subaru,Outback,2010,5000
2910,Nissan,Altima,2018,10750
2911,Mazda,RX-8,2024,25164
2912,Honda,Pilot,2020,18573
2913,Mitsubishi,L200,2014,5000
2914,Subaru,BRZ,2019,14039
2915,Volkswagen,Arteon,2019,10720
2916,Chevrolet,Tahoe,2010,5000
2917,Toyota,RAV4,2014,5000
2918,Citroën,Berlingo,2022,12762
2919,Volkswagen,Taos,2013,5000
2920,Subaru,Tribeca,2017,10419
2921,Honda,Insight,2023,19383
2922,Renault,Sandero,2021,11402
2923,Audi,A4,2010,5000
2924,Dodge,Viper,2018,15352
2925,Peugeot,Partner,2022,14699
2926,Volvo,XC40,2024,35608
2927,Peugeot,Boxer,2023,13601
2928,Subaru,Legacy,2022,21935
2929,Hyundai,Kona,2023,15624
2930,Infiniti,G37,2017,19041
2931,Infiniti,QX50,2010,5000
2932,Mazda,CX-3,2017,9511
2933,Peugeot,508,2017,8490
2934,Citroën,Berlingo,2013,5000
2935,Hyundai,Santa Fe,2014,5000
2936,Acura,RLX,2023,36265
2937,BMW,X5,2024,50920
2938,Lexus,ES,2017,18823
2939,Lexus,UX,2010,5000
2940,Toyota,Prius,2012,5000
2941,Dodge,Ram 1500,2015,7026
2942,Dodge,Charger,2018,15120
2943,Land Rover,Discovery,2019,33844
2944,Mitsubishi,Lancer,2014,5000
2945,Honda,CR-V,2020,16003
2946,Lexus,GX,2013,5000
2947,Renault,Captur,2021,11835
2948,Hyundai,Venue,2023,15356
2949,Toyota,Prius,2013,5000
2950,Volvo,S90,2018,22945
2951,Infiniti,Q50,2014,7857
2952,BMW,320i,2024,39842
2953,Kia,Stinger,2014,5000
2954,Dodge,Viper,2010,5000
2955,Mercedes-Benz,C-Class,2024,48885
2956,Volvo,S40,2011,5000
2957,Citroën,DS3,2022,13830
2958,Lexus,LS,2021,33470
2959,Subaru,Impreza,2013,5000
2960,Hyundai,Accent,2023,20039
2961,Jeep,Wrangler,2019,18405
2962,Volkswagen,Beetle,2013,5000
2963,Infiniti,Q60,2017,15211
2964,Kia,Telluride,2017,7724
2965,Fiat,Punto,2015,5000
2966,Peugeot,Boxer,2017,7526
2967,Nissan,Sentra,2014,5000
2968,Lexus,RC,2024,38089
2969,Fiat,Strada,2015,5000
2970,Mercedes-Benz,S-Class,2017,24196
2971,Toyota,4Runner,2013,5000
2972,Dodge,Grand Caravan,2012,5000
2973,Fiat,Uno,2019,9928
2974,Toyota,Sienna,2012,5000
2975,Mitsubishi,Mirage,2024,23473
2976,Toyota,Tacoma,2024,22396
2977,Chevrolet,Traverse,2024,21593
2978,Fiat,Cronos,2010,5000
2979,Renault,Fluence,2012,5000
2980,Toyota,4Runner,2017,12496
2981,Fiat,Ducato,2020,8777
2982,Dodge,Nitro,2022,23337
2983,Ford,F-150,2015,6853
2984,Citroën,DS4,2017,7966
2985,Chevrolet,Traverse,2012,5000
2986,Fiat,Uno,2015,5000
2987,Renault,Logan,2019,8703
2988,Hyundai,Accent,2021,15064
2989,Renault,Duster,2022,12935
2990,Ford,F-150,2020,16471
2991,Honda,CR-V,2016,9055
2992,Volkswagen,Golf,2016,8063
2993,Infiniti,G35,2011,5000
2994,Audi,R8,2021,35209
2995,Peugeot,3008,2012,5000
2996,Volkswagen,Passat,2015,5702
2997,Chevrolet,Suburban,2014,5000
2998,Volvo,XC40,2022,37546
2999,Fiat,Argo,2022,11273
3000,Volvo,XC60,2019,23754
3001,Chevrolet,Blazer,2012,5000
3002,Jeep,Grand Cherokee,2018,13584
3003,Nissan,Altima,2023,20817
3004,Renault,Sandero,2024,16695
3005,Lexus,GX,2022,39400
3006,Land Rover,Range Rover Sport,2022,53730
3007,Land Rover,Freelander,2016,18384
3008,Volvo,S40,2011,5000
3009,Subaru,Forester,2017,12943
3010,Acura,Legend,2017,15620
3011,Nissan,Kicks,2024,20747
3012,Renault,Clio,2023,15148
3013,Kia,Stinger,2022,17233
3014,Lexus,LX,2018,21332
3015,Mazda,CX-50,2022,17878
3016,Subaru,Crosstrek,2014,5000
3017,Ford,Ranger,2013,5000
3018,Chevrolet,Tahoe,2022,21154
3019,Chevrolet,Blazer,2019,13044
3020,Chevrolet,Malibu,2010,5000
